sec,nanosec,position_x,position_y,position_z,orientation_r,orientation_p,orientation_y
1750547453,659473030,-0.06117029289064513,-0.0026943226022442257,0.010000000000000009,0.0,0.0,0.0354817938390898
1750547453,718136866,-0.06117732998457803,-0.0027021113787579765,0.010000000000000009,0.0,0.0,0.03553791482159232
1750547453,775440972,-0.06117946996773659,-0.0023896974571461227,0.010000000000000009,0.0,0.0,0.035701802732981985
1750547453,831101892,-0.06116903480705566,-0.0026975407202972645,0.010000000000000009,0.0,0.0,0.03556962051457492
1750547453,887773803,-0.06120703307281669,-0.002695222001964148,0.010000000000000009,0.0,0.0,0.035443426003883796
1750547453,944000291,-0.061181253328546,-0.0026796766432569674,0.010000000000000009,0.0,0.0,0.03557252319220049
1750547454,23035,-0.06119777590723113,-0.0027135635742121522,0.010000000000000009,0.0,0.0,0.03553254085496365
1750547454,56352318,-0.06118887126905459,-0.0026999313423767823,0.010000000000000009,0.0,0.0,0.03545319658956919
1750547454,119312196,-0.06117962932070284,-0.0027099201953080243,0.010000000000000009,0.0,0.0,0.03547428063885095
1750547454,179067066,-0.060889211822019285,-0.002376429651444245,0.010000000000000009,0.0,0.0,0.04011336003705583
1750547454,244030332,-0.06119913074092402,-0.002684012997609009,0.010000000000000009,0.0,0.0,0.035432518943692044
1750547454,311341105,-0.0611663655424661,-0.0026846889817404573,0.010000000000000009,0.0,0.0,0.03551223652456408
1750547454,371441147,-0.06118959416234747,-0.002707216686408498,0.010000000000000009,0.0,0.0,0.03766025357573085
1750547454,431284434,-0.06118942399207496,-0.002395159207822739,0.010000000000000009,0.0,0.0,0.0356295467023146
1750547454,490250853,-0.06120614718066719,-0.002383392350374103,0.010000000000000009,0.0,0.0,0.035628135062387704
1750547454,549173538,-0.061195374699347306,-0.002690843104615648,0.010000000000000009,0.0,0.0,0.03555267802746335
1750547454,607761592,-0.06119162334025893,-0.0027043269440975015,0.010000000000000009,0.0,0.0,0.03556643742316957
1750547454,667710338,-0.061196058436992606,-0.0026831416110448814,0.010000000000000009,0.0,0.0,0.0354821824637456
1750547454,725544566,-0.06089194447806015,-0.0024084582836889634,0.010000000000000009,0.0,0.0,0.040153168220408125
1750547454,784774372,-0.061187899126171424,-0.0027014720565280426,0.010000000000000009,0.0,0.0,0.03547843486717441
1750547454,841723167,-0.060861902907186134,-0.00267246468992155,0.010000000000000009,0.0,0.0,0.03990062180250883
1750547454,900744850,-0.06118514556339123,-0.0023822918320847153,0.010000000000000009,0.0,0.0,0.03563293133311184
1750547454,955868574,-0.06088087951531047,-0.002689274123327756,0.010000000000000009,0.0,0.0,0.039901779171207095
1750547455,10696829,-0.06117393281796923,-0.002680463107620157,0.010000000000000009,0.0,0.0,0.0355029930604692
1750547455,64813739,-0.061175130427452915,-0.0026781343188939655,0.010000000000000009,0.0,0.0,0.03549417122951418
1750547455,119652935,-0.06118971355920989,-0.0024080440871495634,0.010000000000000009,0.0,0.0,0.03563533306224579
1750547455,175650080,-0.061181437804267796,-0.002691702042436517,0.010000000000000009,0.0,0.0,0.03556724675378064
1750547455,229503893,-0.06119448288931889,-0.00268936325424296,0.010000000000000009,0.0,0.0,0.03554943354616826
1750547455,283010861,-0.06117595842125911,-0.0026803984605950903,0.010000000000000009,0.0,0.0,0.03557426408787435
1750547455,337580657,-0.0611925923932313,-0.00238996510987477,0.010000000000000009,0.0,0.0,0.03564903163501954
1750547455,393457034,-0.06119379391534843,-0.0023996577861064017,0.010000000000000009,0.0,0.0,0.035620891602371293
1750547455,448700985,-0.06087872775099232,-0.0026894564479968963,0.010000000000000009,0.0,0.0,0.03989268929464603
1750547455,503574366,-0.06088190489481768,-0.0023830718603723433,0.010000000000000009,0.0,0.0,0.0401009097386861
1750547455,558850999,-0.06086758287725211,-0.0024067317805110955,0.010000000000000009,0.0,0.0,0.04008365613728551
1750547455,613370791,-0.061186243029365234,-0.002392973891730543,0.010000000000000009,0.0,0.0,0.035626706068481576
1750547455,669197403,-0.06117823419855885,-0.0026839850556520384,0.010000000000000009,0.0,0.0,0.03547147664866474
1750547455,723570438,-0.06116989011640406,-0.002699810299403249,0.010000000000000009,0.0,0.0,0.03549146607499297
1750547455,778290298,-0.06116908730472388,-0.00239701451424279,0.010000000000000009,0.0,0.0,0.03571707458071073
1750547455,833858092,-0.061175390887097496,-0.002392523159002069,0.010000000000000009,0.0,0.0,0.03572175839773826
1750547455,888820771,-0.06089233839409002,-0.0027003857790274255,0.010000000000000009,0.0,0.0,0.03989248745881426
1750547455,943997605,-0.06117990259386809,-0.0023904396401409622,0.010000000000000009,0.0,0.0,0.035633278948920745
1750547456,826152,-0.06117036959967786,-0.002703296341303729,0.010000000000000009,0.0,0.0,0.035561730046797975
1750547456,54543247,-0.06118445815488837,-0.002697399939940004,0.010000000000000009,0.0,0.0,0.035494825206035335
1750547456,109748545,-0.06117072397906734,-0.0026940479847263887,0.010000000000000009,0.0,0.0,0.03558038977347968
1750547456,164642975,-0.06116028402201423,-0.002694094331091579,0.010000000000000009,0.0,0.0,0.03553413229287855
1750547456,219889411,-0.061169729712905206,-0.0026942713919670958,0.010000000000000009,0.0,0.0,0.035485688304467945
1750547456,275354019,-0.061180572614035686,-0.0023985793742098416,0.010000000000000009,0.0,0.0,0.03564127433138397
1750547456,330297051,-0.060887593287180686,-0.002735958138332495,0.010000000000000009,0.0,0.0,0.03988754315216076
1750547456,385415305,-0.06118569109927537,-0.002695134786986353,0.010000000000000009,0.0,0.0,0.035552069771743786
1750547456,440847832,-0.061184483698181705,-0.002695504348428579,0.010000000000000009,0.0,0.0,0.03771432190717022
1750547456,495979060,-0.06118774038890729,-0.002409110379445578,0.010000000000000009,0.0,0.0,0.03565770912847099
1750547456,552387613,-0.06086280109895435,-0.0027168970724872343,0.010000000000000009,0.0,0.0,0.03991527356607398
1750547456,606754095,-0.0611761912856123,-0.0027069091592984984,0.010000000000000009,0.0,0.0,0.03554195607062654
1750547456,661115909,-0.061188925717264545,-0.0023981517877254,0.010000000000000009,0.0,0.0,0.03571607699021987
1750547456,715560519,-0.06118509532008137,-0.002689017654632919,0.010000000000000009,0.0,0.0,0.03554812121152508
1750547456,770079689,-0.06087292610678251,-0.0027192443762054097,0.010000000000000009,0.0,0.0,0.03991182776601636
1750547456,824805792,-0.06119944179421599,-0.002715559264435896,0.010000000000000009,0.0,0.0,0.03551109827263665
1750547456,879697727,-0.06119160366062944,-0.0023954893962626622,0.010000000000000009,0.0,0.0,0.03563437667326687
1750547456,934948912,-0.06118407432759633,-0.002711094550192694,0.010000000000000009,0.0,0.0,0.0376870389033404
1750547456,993509463,-0.061182017408919445,-0.002695483049632963,0.010000000000000009,0.0,0.0,0.03552225647476119
1750547457,49572603,-0.061194189313285983,-0.0027169344299775577,0.010000000000000009,0.0,0.0,0.03547428561847748
1750547457,105494526,-0.061184578576699795,-0.002711757506013601,0.010000000000000009,0.0,0.0,0.03548464103403442
1750547457,160282094,-0.061184727147601786,-0.002697925036822979,0.010000000000000009,0.0,0.0,0.035472708958817115
1750547457,216628639,-0.0611695981244878,-0.002686318558861034,0.010000000000000009,0.0,0.0,0.035471035966868444
1750547457,270467404,-0.061188974675237144,-0.0027020174848459977,0.010000000000000009,0.0,0.0,0.035465518582054295
1750547457,327235597,-0.06087529211476683,-0.002705984550457896,0.010000000000000009,0.0,0.0,0.04212549555246419
1750547457,381142290,-0.06119151727364669,-0.002696275275884785,0.010000000000000009,0.0,0.0,0.03553785519806145
1750547457,436770657,-0.06117430102868787,-0.002702651962798286,0.010000000000000009,0.0,0.0,0.03550528216471551
1750547457,491748305,-0.06118948551281649,-0.00270015973988158,0.010000000000000009,0.0,0.0,0.03542052142912331
