timestamp,unified_frame,green_index,yellow_index,pose_x,pose_y,ori_y,distance,disp_angle,group
1750782417.622649193,5642,,324,0.12683180817434933,0.0338518576535386,-3.1382249823242403,0.1312716870896782,0.26082351914026547,0
1750782417.679797411,5643,,321,0.12655896763754287,0.04065491553252898,-3.071725366132579,0.13292853134838167,0.310821003259797,0
1750782417.736032009,5644,,314,0.1255936676125492,0.048393070994080634,-2.9920347562764493,0.13459442285848852,0.36778278194359926,0
1750782417.791349649,5645,,313,0.12500070267495703,0.05389222443071218,-2.937997258432276,0.13612328060740844,0.40705586395866217,0
1750782417.956789494,5648,,318,0.11503274560033047,0.08203382709668117,-2.6246725480421857,0.14128722995542992,0.6194868239785563,0
1750782418.011251450,5649,,323,0.10984652128816855,0.09015769705742183,-2.524237896332706,0.14210794691997317,0.6872722775193266,0
1750782418.856341839,5664,,57,0.10855713061658367,0.09208541320406594,-2.4972054239549584,0.1423529905996694,0.7034870095589335,0
1750782418.910695553,5665,,63,0.1085745374383427,0.09207463169574936,-2.4997242977579575,0.142359291870457,0.7033501584900267,0
1750782418.964871645,5666,,67,0.1082373147501455,0.09210071918319274,-2.4978049148257253,0.14211917104452654,0.7050248388679731,0
1750782419.021313429,5667,,75,0.1082068375306848,0.092085776418934,-2.4978051740802054,0.1420862762798361,0.7050837502890296,0
1750782419.075845718,5668,,80,0.10856214983629867,0.09210361150807778,-2.4996982897656963,0.14236859074216435,0.7035616821307702,0
1750782419.130606890,5669,,81,0.10855598507133082,0.09207482538385803,-2.499764116627898,0.1423452681485231,0.7034354929411405,0
1750782419.186196089,5670,,84,0.1085336165348739,0.09209641602244689,-2.4997631645710507,0.14234217843744934,0.7036528174714425,0
1750782419.239195824,5671,,82,0.10855639954742188,0.09208096745732408,-2.4997021088735583,0.14234955725458465,0.7034665151325132,0
1750782419.293151617,5672,,76,0.10856469610488809,0.09207992223638028,-2.4996795227859776,0.1423552082623061,0.703423216091688,0
1750782419.453983307,5675,,912,0.10857072384371985,0.092074111589726,-2.4997212742833232,0.14235604694211831,0.7033646985731067,0
1750782419.507714987,5676,,895,0.10853333059101608,0.09208718754208722,-2.4997242421093238,0.1423359896814236,0.7036046809474827,0
1750782419.562071562,5677,,892,0.1085623540757229,0.09209346203105961,-2.490990133217195,0.14236218062157116,0.7035063897686398,0
1750782419.616588593,5678,,893,0.1088825292272623,0.09177766945080457,-2.426329085178208,0.14240275903488236,0.7003608236856652,0
1750782419.724954605,5680,,893,0.10820367821227411,0.09047920124979347,-2.3152926388826036,0.1410479416278947,0.6964238101582703,0
1750782419.777728319,5681,,891,0.10822101860544839,0.09048084824495684,-2.297528944070968,0.14106230101316125,0.6963539119002308,0
1750782419.831112385,5682,,890,0.10823654819578502,0.09044451102095663,-2.2862792516034363,0.14105091257825467,0.6960856508051556,0
1750782419.886147976,5683,,890,0.1082064289835338,0.09013222742050064,-2.2347297640546104,0.14082773055456582,0.6945211833213027,0
1750782419.939490795,5684,,891,0.10853880670997221,0.08947906331466682,-2.1926152796817773,0.14066689494580756,0.689441125206377,0
1750782419.992460489,5685,,891,0.10822003006150274,0.08948216232288386,-2.155985266339057,0.14042304754025065,0.6909021889848437,0
1750782420.046123743,5686,,891,0.10789047993744935,0.08948611882538016,-2.086762910002829,0.1401717557982464,0.6924221055354608,0
1750782420.099092007,5687,,890,0.10757933276888335,0.0894765086889443,-2.0472201374229657,0.13992626074529707,0.6937888290716335,0
1750782420.256794214,5690,,884,0.1088656154962738,0.08753952277754817,-1.8053527604969988,0.13969570603817213,0.6772397480508627,0
1750782420.309184313,5691,,882,0.10920184209442238,0.08691780526255588,-1.7193506723904166,0.13956986490096904,0.6722586930542612,0
1750782420.362577915,5692,,877,0.1091726131411799,0.08723609197776927,-1.7018181243340873,0.1397454657712641,0.674170995437807,0
1750782420.415626764,5693,,887,0.10921061482310407,0.08722923639975477,-1.7018159249532072,0.13977087705571825,0.6739629528632091,0
1750782421.106452227,5706,,319,0.10918134891370451,0.086919345596702,-1.7022339471093177,0.13955479063641996,0.6723587785519127,0
1750782421.159665108,5707,,335,0.10918217803136446,0.08689029166231677,-1.701829339592626,0.13953734548440802,0.6721921788175086,0
1750782421.212474346,5708,,337,0.10918784614061536,0.08722098405725853,-1.7049628087441508,0.13974793667436824,0.674018493154744,0
1750782421.263690233,5709,,336,0.10919893007501258,0.08721485413034191,-1.7017981273797114,0.13975277138756248,0.6739347219484066,0
1750782421.316304445,5710,,336,0.10819398247263204,0.08721572348925588,-1.6919187714448771,0.1389694940159262,0.6784525073250544,0
1750782421.369562864,5711,,338,0.10530150259554846,0.08784894550588862,-1.665863093478717,0.13713440004381428,0.6952855503207553,0
1750782421.422926188,5712,,337,0.09877995434344775,0.0878396465459711,-1.6021186168566999,0.1321865457806306,0.726841609913699,0
1750782421.474959135,5713,,339,0.0913150820821885,0.0878219469540179,-1.5257712239744365,0.12669308814008426,0.7659008405802119,0
1750782421.526859760,5714,,338,0.08645111829323424,0.08716008437818235,-1.4776558753256577,0.12276268228970336,0.7894817831935225,0
